category,sport,name,img_url
paralympics,Goalball,Tokyo2020Para PictogramGoalballFree.svg,https://static.wikia.nocookie.net/logopedia/images/7/76/Tokyo2020Para_PictogramGoalballFree.svg
paralympics,Judo,Tokyo2020Para PictogramJudoFree.svg,https://static.wikia.nocookie.net/logopedia/images/0/07/Tokyo2020Para_PictogramJudoFree.svg
paralympics,Powerlifting,Tokyo2020Para PictogramPowerliftingFree.svg,https://static.wikia.nocookie.net/logopedia/images/5/59/Tokyo2020Para_PictogramPowerliftingFree.svg
paralympics,Rowing,Tokyo2020Para PictogramRowingFree.svg,https://static.wikia.nocookie.net/logopedia/images/f/f8/Tokyo2020Para_PictogramRowingFree.svg
paralympics,Shooting,Tokyo2020Para PictogramShootingFree.svg,https://static.wikia.nocookie.net/logopedia/images/7/7a/Tokyo2020Para_PictogramShootingFree.svg
paralympics,Sitting Volleyball,Tokyo2020Para PictogramSittingVolleyballFree.svg,https://static.wikia.nocookie.net/logopedia/images/c/c1/Tokyo2020Para_PictogramSittingVolleyballFree.svg
paralympics,Swimming,Tokyo2020Para PictogramSwimmingFree.svg,https://static.wikia.nocookie.net/logopedia/images/5/53/Tokyo2020Para_PictogramSwimmingFree.svg
paralympics,Table Tennis,Tokyo2020Para PictogramTableTennisFree.svg,https://static.wikia.nocookie.net/logopedia/images/6/68/Tokyo2020Para_PictogramTableTennisFree.svg
paralympics,Taekwondo,Tokyo2020Para PictogramTaekwondoFree.svg,https://static.wikia.nocookie.net/logopedia/images/c/cc/Tokyo2020Para_PictogramTaekwondoFree.svg
paralympics,Triathlon,Tokyo2020Para PictogramTriathlonFree.svg,https://static.wikia.nocookie.net/logopedia/images/e/e7/Tokyo2020Para_PictogramTriathlonFree.svg
paralympics,Wheelchair Basketball,Tokyo2020Para PictogramWheelchairBasketballFree.svg,https://static.wikia.nocookie.net/logopedia/images/3/3a/Tokyo2020Para_PictogramWheelchairBasketballFree.svg
paralympics,Wheelchair Fencing,Tokyo2020Para PictogramWheelchairFencingFree.svg,https://static.wikia.nocookie.net/logopedia/images/b/b7/Tokyo2020Para_PictogramWheelchairFencingFree.svg
paralympics,Wheelchair Rugby,Tokyo2020Para PictogramWheelchairRugbyFree.svg,https://static.wikia.nocookie.net/logopedia/images/0/05/Tokyo2020Para_PictogramWheelchairRugbyFree.svg
paralympics,Wheelchair Tennis,Tokyo2020Para PictogramWheelchairTennisFree.svg,https://static.wikia.nocookie.net/logopedia/images/7/75/Tokyo2020Para_PictogramWheelchairTennisFree.svg
paralympics-frame,Archery,Tokyo2020Para PictogramArcheryFrame.svg,https://static.wikia.nocookie.net/logopedia/images/d/d0/Tokyo2020Para_PictogramArcheryFrame.svg
paralympics-frame,Athletics,Tokyo2020Para PictogramAthleticsFrame.svg,https://static.wikia.nocookie.net/logopedia/images/f/fc/Tokyo2020Para_PictogramAthleticsFrame.svg
paralympics-frame,Badminton,Tokyo2020Para PictogramBadmintonFrame.svg,https://static.wikia.nocookie.net/logopedia/images/3/3b/Tokyo2020Para_PictogramBadmintonFrame.svg
paralympics-frame,Boccia,Tokyo2020Para PictogramBocciaFrame.svg,https://static.wikia.nocookie.net/logopedia/images/0/0f/Tokyo2020Para_PictogramBocciaFrame.svg
paralympics-frame,Canoe Sprint,Tokyo2020Para PictogramCanoeSprintFrame.svg,https://static.wikia.nocookie.net/logopedia/images/a/ae/Tokyo2020Para_PictogramCanoeSprintFrame.svg
paralympics-frame,Cycling Road,Tokyo2020Para PictogramCyclingRoadFrame.svg,https://static.wikia.nocookie.net/logopedia/images/6/64/Tokyo2020Para_PictogramCyclingRoadFrame.svg
paralympics-frame,Cycling Track,Tokyo2020Para PictogramCyclingTrackFrame.svg,https://static.wikia.nocookie.net/logopedia/images/6/6b/Tokyo2020Para_PictogramCyclingTrackFrame.svg
paralympics-frame,Equestrian,Tokyo2020Para PictogramEquestrianFrame.svg,https://static.wikia.nocookie.net/logopedia/images/d/dd/Tokyo2020Para_PictogramEquestrianFrame.svg
paralympics-frame,Football 5-a-side,Tokyo2020Para PictogramFootball5ASideFrame.svg,https://static.wikia.nocookie.net/logopedia/images/1/13/Tokyo2020Para_PictogramFootball5ASideFrame.svg
paralympics-frame,Goalball,Tokyo2020Para PictogramGoalballFrame.svg,https://static.wikia.nocookie.net/logopedia/images/e/e4/Tokyo2020Para_PictogramGoalballFrame.svg
paralympics-frame,Judo,Tokyo2020Para PictogramJudoFrame.svg,https://static.wikia.nocookie.net/logopedia/images/6/69/Tokyo2020Para_PictogramJudoFrame.svg
paralympics-frame,Powerlifting,Tokyo2020Para PictogramPowerliftingFrame.svg,https://static.wikia.nocookie.net/logopedia/images/c/c8/Tokyo2020Para_PictogramPowerliftingFrame.svg
paralympics-frame,Rowing,Tokyo2020Para PictogramRowingFrame.svg,https://static.wikia.nocookie.net/logopedia/images/a/aa/Tokyo2020Para_PictogramRowingFrame.svg
paralympics-frame,Shooting,Tokyo2020Para PictogramShootingFrame.svg,https://static.wikia.nocookie.net/logopedia/images/a/a0/Tokyo2020Para_PictogramShootingFrame.svg
paralympics-frame,Sitting Volleyball,Tokyo2020Para PictogramSittingVolleyballFrame.svg,https://static.wikia.nocookie.net/logopedia/images/2/20/Tokyo2020Para_PictogramSittingVolleyballFrame.svg
paralympics-frame,Swimming,Tokyo2020Para PictogramSwimmingFrame.svg,https://static.wikia.nocookie.net/logopedia/images/e/e3/Tokyo2020Para_PictogramSwimmingFrame.svg
paralympics-frame,Table Tennis,Tokyo2020Para PictogramTableTennisFrame.svg,https://static.wikia.nocookie.net/logopedia/images/3/35/Tokyo2020Para_PictogramTableTennisFrame.svg
paralympics-frame,Taekwondo,Tokyo2020Para PictogramTaekwondoFrame.svg,https://static.wikia.nocookie.net/logopedia/images/0/03/Tokyo2020Para_PictogramTaekwondoFrame.svg
paralympics-frame,Triathlon,Tokyo2020Para PictogramTriathlonFrame.svg,https://static.wikia.nocookie.net/logopedia/images/b/b5/Tokyo2020Para_PictogramTriathlonFrame.svg
paralympics-frame,Wheelchair Basketball,Tokyo2020Para PictogramWheelchairBasketballFrame.svg,https://static.wikia.nocookie.net/logopedia/images/a/a2/Tokyo2020Para_PictogramWheelchairBasketballFrame.svg
paralympics-frame,Wheelchair Fencing,Tokyo2020Para PictogramWheelchairFencingFrame.svg,https://static.wikia.nocookie.net/logopedia/images/2/25/Tokyo2020Para_PictogramWheelchairFencingFrame.svg
paralympics-frame,Wheelchair Rugby,Tokyo2020Para PictogramWheelchairRugbyFrame.svg,https://static.wikia.nocookie.net/logopedia/images/9/98/Tokyo2020Para_PictogramWheelchairRugbyFrame.svg
paralympics-frame,Wheelchair Tennis,Tokyo2020Para PictogramWheelchairTennisFrame.svg,https://static.wikia.nocookie.net/logopedia/images/6/6e/Tokyo2020Para_PictogramWheelchairTennisFrame.svg
paralympics-kinetic,Athletics,Tokyo2020Para PictogramAthleticsKinetic.gif,https://static.wikia.nocookie.net/logopedia/images/e/ed/Tokyo2020Para_PictogramAthleticsKinetic.gif
paralympics-kinetic,Wheelchair Tennis,Tokyo2020Para PictogramWheelchairTennisKinetic.gif,https://static.wikia.nocookie.net/logopedia/images/5/52/Tokyo2020Para_PictogramWheelchairTennisKinetic.gif
etc,Olympic Torch Relay,Olympic Torch Relay (Tokyo 2020).svg,https://static.wikia.nocookie.net/logopedia/images/b/bb/Olympic_Torch_Relay_%28Tokyo_2020%29.svg
etc,Paralympic Torch Relay,Paralympic Torch Relay (Tokyo 2020).svg,https://static.wikia.nocookie.net/logopedia/images/0/02/Paralympic_Torch_Relay_%28Tokyo_2020%29.svg
